,s,o,h,l,c,v,t
493,ok,105.14,105.14,105.14,105.14,60,1595721600
494,ok,104.38,104.38,100.57,100.57,12582,1595808000
495,ok,100.57,101.33,99.05,101.33,3588,1595894400
496,ok,100.57,100.57,100.57,100.57,13,1595980800
497,ok,100.57,101.71,100.57,101.71,105,1596067200
498,ok,101.71,102.48,100.19,100.19,1137,1596326400
499,ok,99.43,100.19,99.43,100.19,50,1596412800
500,ok,99.43,100.95,99.43,100.19,459,1596585600
501,ok,100.95,101.71,100.95,101.71,107,1596672000
502,ok,102.48,102.48,100.95,100.95,170,1596931200
503,ok,100.57,101.71,100.57,100.95,989,1597017600
504,ok,100.57,102.1,100.57,100.95,1350,1597104000
505,ok,100.95,100.95,100.57,100.57,220,1597190400
506,ok,100.95,101.71,100.57,100.57,1076,1597276800
507,ok,100.95,100.95,99.81,100.57,2110,1597536000
508,ok,100.95,101.33,100.57,100.57,1422,1597622400
509,ok,100.57,100.95,100.57,100.95,159,1597708800
510,ok,101.33,101.33,100.57,100.57,490,1597795200
511,ok,100.57,101.33,100.57,101.33,2210,1597881600
512,ok,101.71,102.86,100.95,101.33,2767,1598140800
513,ok,102.1,105.14,102.1,104.38,5659,1598227200
514,ok,105.14,105.14,103.62,104.0,2047,1598313600
515,ok,104.76,104.76,103.24,103.24,1125,1598400000
516,ok,103.62,104.0,103.24,103.62,699,1598486400
517,ok,103.62,104.76,104.0,104.0,530,1598745600
518,ok,103.62,103.62,103.24,103.24,1060,1598832000
519,ok,103.62,104.0,103.24,103.62,2130,1599004800
520,ok,104.38,104.38,103.62,103.62,1047,1599091200
521,ok,102.86,105.14,102.86,104.0,788,1599350400
522,ok,104.0,104.0,103.62,103.62,100,1599436800
523,ok,103.62,104.76,103.24,104.76,1350,1599523200
524,ok,104.0,107.81,104.0,107.43,1590,1599609600
525,ok,107.43,107.43,106.29,106.29,1090,1599696000
526,ok,105.52,108.19,105.14,105.9,2745,1599955200
527,ok,105.14,107.43,105.14,107.43,5834,1600041600
528,ok,107.43,107.43,106.67,106.67,310,1600128000
529,ok,107.05,107.81,106.29,107.05,3202,1600214400
530,ok,107.81,112.0,107.81,111.62,3131,1600300800
531,ok,112.38,116.95,112.38,112.38,12675,1600560000
532,ok,111.62,112.38,110.86,110.86,3700,1600646400
533,ok,111.62,111.62,110.1,110.48,14267,1600732800
534,ok,110.48,112.0,110.1,111.62,2777,1600819200
535,ok,112.38,115.05,110.86,115.05,5615,1600905600
536,ok,114.29,118.1,114.29,117.33,13305,1601164800
537,ok,118.48,120.38,118.48,118.86,13922,1601251200
538,ok,119.24,120.38,118.48,118.86,12837,1601337600
539,ok,120.0,121.14,120.0,120.76,12600,1601424000
540,ok,120.76,126.86,120.76,126.86,6510,1601510400
541,ok,128.0,133.71,128.0,133.71,8760,1601769600
542,ok,135.24,141.33,131.81,132.57,22141,1601856000
543,ok,132.19,135.24,129.52,134.48,6472,1601942400
544,ok,133.33,140.57,132.19,138.29,11471,1602028800
545,ok,138.29,139.43,136.38,136.38,6074,1602115200
546,ok,134.86,134.86,131.43,133.33,6285,1602374400
547,ok,131.81,140.19,129.52,137.14,7838,1602460800
548,ok,137.52,139.81,134.1,134.1,9038,1602547200
549,ok,135.62,135.62,133.33,134.1,2651,1602633600
550,ok,135.62,135.62,132.57,132.57,570,1602720000
551,ok,131.43,132.19,129.14,132.19,1670,1602979200
552,ok,132.19,133.33,131.05,132.57,3214,1603065600
553,ok,132.57,136.76,131.43,134.48,2950,1603152000
554,ok,133.71,133.71,132.95,132.95,2520,1603238400
555,ok,132.57,132.57,131.43,131.43,1200,1603324800
556,ok,131.43,134.1,131.43,132.57,1640,1603843200
557,ok,132.57,133.33,132.19,133.33,80,1603929600
558,ok,133.33,133.33,132.19,133.33,290,1604188800
559,ok,133.33,133.33,131.81,132.57,4600,1604275200
560,ok,131.43,132.19,131.43,132.19,465,1604361600
561,ok,131.43,132.19,131.05,132.19,40,1604448000
562,ok,133.33,133.33,133.33,133.33,10,1604534400
563,ok,131.81,133.33,130.67,133.33,770,1604793600
564,ok,137.14,140.95,135.62,140.95,9725,1604880000
565,ok,140.95,149.33,140.95,149.33,2115,1604966400
566,ok,153.14,158.48,143.62,147.81,40898,1605052800
567,ok,152.0,152.0,143.24,146.67,10812,1605139200
568,ok,146.67,146.67,142.1,142.86,2592,1605657600
569,ok,141.71,144.0,140.19,143.62,4595,1605744000
570,ok,142.48,143.24,139.05,141.71,5640,1606003200
571,ok,142.48,144.0,140.95,144.0,4482,1606089600
572,ok,142.86,142.86,140.19,142.86,5615,1606176000
573,ok,141.33,142.1,141.33,141.33,660,1606262400
574,ok,145.52,145.52,140.57,140.57,2894,1606348800
575,ok,139.43,141.71,139.05,140.57,3540,1606608000
576,ok,140.95,145.14,140.95,140.95,2095,1606694400
577,ok,140.57,140.57,139.05,139.81,4670,1606780800
578,ok,138.67,138.67,137.14,138.67,5310,1606867200
579,ok,140.19,140.19,136.76,138.29,960,1606953600
580,ok,136.76,139.81,135.24,139.81,2705,1607212800
581,ok,140.95,141.33,136.38,139.81,3889,1607299200
582,ok,140.95,140.95,136.76,137.14,495,1607385600
583,ok,136.38,140.19,135.62,136.0,1090,1607472000
584,ok,134.48,138.29,134.48,137.52,1583,1607558400
585,ok,139.05,140.57,136.0,139.05,4840,1607817600
586,ok,137.9,140.57,137.52,140.19,1907,1607904000
587,ok,141.71,141.71,138.67,138.67,649,1607990400
588,ok,137.14,139.81,136.38,138.67,2670,1608076800
589,ok,138.67,138.67,137.14,138.29,675,1608163200
590,ok,138.29,138.29,135.24,137.14,1360,1608422400
591,ok,135.62,137.14,133.33,136.0,5110,1608508800
592,ok,137.14,138.29,134.86,138.29,1502,1608595200
593,ok,139.81,139.81,137.52,138.29,830,1608681600
594,ok,136.76,138.29,135.24,135.24,1105,1608768000
595,ok,134.1,135.62,134.1,135.24,778,1609027200
596,ok,135.62,139.05,135.62,137.52,1330,1609113600
597,ok,137.52,138.29,137.52,137.52,780,1609200000
598,ok,136.0,136.0,136.0,136.0,50,1609286400
599,ok,134.86,139.43,134.86,137.52,766,1609372800
600,ok,137.14,139.05,136.0,138.29,2690,1609632000
601,ok,137.14,138.67,137.14,137.52,2140,1609718400
602,ok,137.52,137.52,136.38,137.14,2855,1609804800
603,ok,138.29,142.86,137.14,141.71,10820,1609891200
604,ok,143.24,146.29,141.71,146.29,11208,1609977600
605,ok,147.43,155.05,147.43,155.05,14379,1610236800
606,ok,156.95,164.57,156.95,164.57,2613,1610323200
607,ok,166.48,175.24,166.48,175.24,4271,1610409600
608,ok,180.95,187.05,180.95,187.05,7738,1610496000
609,ok,193.52,200.0,193.52,200.0,2110,1610841600
610,ok,206.86,214.1,206.86,214.1,3080,1610928000
611,ok,221.71,229.71,209.52,229.71,67157,1611014400
612,ok,235.05,246.86,235.05,246.86,5170,1611100800
613,ok,256.0,265.52,256.0,265.52,15525,1611187200
614,ok,275.81,286.1,255.24,275.05,47284,1611446400
615,ok,281.9,281.9,253.33,266.67,26058,1611532800
616,ok,266.67,277.71,266.67,274.29,27794,1611619200
617,ok,276.19,276.19,262.48,266.67,8874,1611705600
618,ok,256.38,274.29,256.38,262.86,9263,1611792000
619,ok,261.33,264.76,257.14,259.05,8404,1612051200
620,ok,262.86,267.81,258.29,267.81,13019,1612137600
621,ok,272.0,276.19,270.48,272.76,5784,1612224000
622,ok,283.43,283.43,267.05,271.24,4309,1612310400
623,ok,267.05,271.24,264.76,264.76,17657,1612396800
624,ok,268.57,268.57,257.14,262.48,4268,1612656000
625,ok,262.86,266.67,249.52,265.9,6168,1612742400
626,ok,265.9,269.71,255.24,266.29,4756,1612828800
627,ok,266.67,270.48,262.86,268.57,5987,1612915200
628,ok,264.38,266.67,262.86,265.9,2536,1613001600
629,ok,268.57,286.48,267.05,282.29,20920,1613260800
630,ok,279.24,286.48,279.24,284.95,10661,1613347200
631,ok,289.14,307.43,289.14,307.43,10020,1613433600
632,ok,319.62,332.19,319.62,332.19,4200,1613520000
633,ok,345.9,359.62,318.86,348.19,40904,1613606400
634,ok,361.9,361.9,328.38,346.67,13602,1613865600
635,ok,352.0,352.0,327.62,334.86,15234,1613952000
636,ok,335.24,335.24,313.52,323.81,12156,1614038400
637,ok,323.81,329.14,319.24,326.86,5825,1614124800
638,ok,325.71,325.71,316.19,318.48,6151,1614211200
639,ok,313.52,313.52,299.81,310.48,5893,1614470400
640,ok,305.52,332.57,301.33,331.05,7273,1614556800
641,ok,331.43,331.43,308.57,312.38,8720,1614643200
642,ok,312.38,316.19,304.76,312.38,7425,1614729600
643,ok,314.29,324.19,314.29,315.05,2917,1614816000
644,ok,320.0,320.0,310.86,312.0,1765,1615161600
645,ok,314.29,323.81,309.71,312.38,3758,1615248000
646,ok,312.38,322.29,312.38,313.14,3522,1615334400
647,ok,316.19,316.19,305.9,310.48,3530,1615680000
648,ok,311.62,312.38,302.86,302.86,5325,1615766400
649,ok,307.05,307.05,300.95,301.33,4653,1615852800
650,ok,305.9,310.86,300.95,306.29,1255,1615939200
651,ok,311.24,312.38,307.43,312.38,3420,1616025600
652,ok,316.95,317.33,305.14,315.05,9008,1616284800
653,ok,310.86,310.86,303.62,304.76,6316,1616371200
654,ok,309.71,309.71,300.95,302.86,3468,1616457600
655,ok,306.67,311.24,302.48,302.86,4035,1616544000
656,ok,307.43,307.43,300.95,300.95,8974,1616630400
657,ok,297.9,315.05,297.9,304.76,2694,1616976000
658,ok,309.71,312.38,302.86,304.76,2160,1617062400
659,ok,304.76,309.71,302.86,304.76,3913,1617148800
660,ok,309.71,310.48,304.0,306.29,6850,1617235200
661,ok,311.24,311.24,303.62,304.76,3615,1617494400
662,ok,304.76,304.76,301.71,304.76,3892,1617580800
663,ok,303.24,307.05,302.1,305.14,4477,1617667200
664,ok,306.29,306.29,302.1,302.86,2336,1617753600
665,ok,304.76,306.67,302.1,304.0,2030,1617840000
666,ok,308.57,308.57,303.62,304.0,3210,1618185600
667,ok,301.71,308.57,301.71,306.29,5497,1618272000
668,ok,318.48,318.48,305.52,313.9,11125,1618444800
669,ok,318.86,323.05,314.29,316.57,12616,1618704000
670,ok,316.57,316.57,311.62,312.38,5962,1618790400
671,ok,308.57,321.9,308.57,312.38,4394,1618876800
672,ok,312.38,317.33,310.48,310.86,2789,1618963200
673,ok,305.9,314.29,305.9,312.0,1265,1619049600
674,ok,311.62,316.95,307.05,307.81,9075,1619308800
675,ok,303.24,308.95,299.81,300.95,8139,1619395200
676,ok,296.0,316.19,296.0,308.19,3440,1619481600
677,ok,308.57,312.0,304.76,304.76,1290,1619568000
678,ok,306.67,310.48,306.67,308.57,1473,1619654400
679,ok,313.52,314.29,304.0,310.48,3561,1619913600
680,ok,310.48,313.9,305.52,306.67,5896,1620000000
681,ok,311.62,311.62,304.76,307.81,2850,1620086400
682,ok,308.19,308.19,304.76,305.14,2875,1620172800
683,ok,304.76,304.76,302.1,303.24,2578,1620259200
684,ok,304.76,321.9,304.76,314.67,18750,1620518400
685,ok,319.62,319.62,310.48,313.9,5936,1620604800
686,ok,316.19,316.19,310.48,312.38,1177,1620691200
687,ok,312.38,314.29,311.62,312.76,4451,1620777600
688,ok,313.14,316.19,310.86,311.24,5044,1620864000
689,ok,316.19,316.19,312.38,314.29,6728,1621123200
690,ok,318.1,339.81,314.29,339.81,24958,1621209600
691,ok,353.9,356.57,340.19,344.0,15005,1621296000
692,ok,342.86,342.86,329.9,332.19,8847,1621382400
693,ok,332.19,351.24,329.52,332.95,9317,1621468800
694,ok,331.43,343.62,323.81,339.81,10710,1621728000
695,ok,342.86,347.81,339.05,342.86,11170,1621814400
696,ok,346.67,346.67,339.05,342.86,7760,1621900800
697,ok,339.05,348.19,335.24,339.81,7454,1622073600
698,ok,339.81,350.48,333.33,338.67,7205,1622332800
699,ok,344.0,344.0,334.1,336.38,6769,1622419200
700,ok,336.38,340.95,335.24,335.24,3388,1622505600
701,ok,335.24,337.14,330.29,332.19,4246,1622592000
702,ok,337.52,340.95,327.62,329.52,9451,1622678400
703,ok,329.52,335.62,325.71,325.71,4362,1622937600
704,ok,327.62,331.05,320.76,324.19,5125,1623024000
705,ok,329.14,329.52,322.29,323.05,7503,1623110400
706,ok,320.0,326.48,318.1,326.48,6971,1623196800
707,ok,331.43,331.81,321.14,321.14,8580,1623283200
708,ok,321.9,342.86,321.9,340.19,13591,1623542400
709,ok,354.29,354.29,333.33,336.0,8257,1623628800
710,ok,331.81,335.62,326.48,327.24,3498,1623715200
711,ok,327.24,327.62,305.14,316.19,9691,1623801600
712,ok,312.38,321.9,307.81,317.33,4951,1623888000
713,ok,318.1,323.43,307.43,311.24,5948,1624147200
714,ok,307.43,316.19,305.52,306.67,10013,1624233600
715,ok,311.62,323.81,311.62,323.81,5608,1624320000
716,ok,337.14,337.14,318.48,318.48,6502,1624406400
717,ok,323.43,333.71,310.48,318.1,4308,1624492800
718,ok,314.29,321.14,312.0,312.38,5595,1624752000
719,ok,312.38,332.19,312.38,317.71,8671,1624838400
720,ok,322.67,332.95,316.19,319.24,5085,1624924800
721,ok,332.19,332.19,316.57,319.24,6755,1625011200
722,ok,323.81,343.62,323.81,335.62,27315,1625097600
723,ok,340.95,354.29,340.95,352.76,36528,1625356800
724,ok,338.29,363.81,338.29,358.1,17960,1625443200
725,ok,343.24,369.52,343.24,368.76,24481,1625529600
726,ok,368.76,377.14,364.95,373.33,13186,1625616000
727,ok,357.71,382.86,357.71,361.9,12878,1625702400
728,ok,361.9,365.33,339.81,350.48,41335,1625961600
729,ok,350.48,356.19,340.95,344.38,12847,1626048000
730,ok,350.1,350.1,340.95,346.29,8069,1626134400
731,ok,344.38,344.76,340.95,344.0,4713,1626220800
732,ok,342.86,345.9,338.29,343.24,4864,1626307200
733,ok,346.67,352.38,342.86,347.05,7610,1626566400
734,ok,352.84,352.84,342.86,346.67,4966,1626652800
735,ok,348.95,348.95,343.24,344.76,5435,1626739200
736,ok,344.76,348.95,342.86,344.76,6837,1626912000
737,ok,344.76,345.14,341.33,344.76,8507,1627171200
738,ok,344.76,346.67,340.95,344.0,5049,1627257600
739,ok,340.95,342.86,339.09,340.95,10596,1627344000
740,ok,346.29,369.33,342.86,363.81,19012,1627430400
741,ok,363.81,369.9,352.38,359.24,11384,1627516800
742,ok,359.62,368.38,356.19,357.33,7847,1627776000
743,ok,363.05,363.05,350.48,352.38,6310,1627862400
744,ok,352.38,357.33,350.48,352.0,6253,1627948800
745,ok,350.86,354.29,350.48,353.9,8483,1628035200
746,ok,356.19,367.62,356.19,361.9,25933,1628121600
747,ok,368.0,392.38,365.71,392.38,41276,1628380800
748,ok,399.09,425.9,398.1,425.9,41472,1628467200
749,ok,433.26,452.95,426.67,432.38,19031,1628553600
750,ok,432.76,464.76,410.67,436.19,33762,1628640000
751,ok,436.19,457.14,428.61,445.71,48114,1628726400
752,ok,441.9,443.81,422.48,428.95,23063,1628985600
753,ok,430.48,466.13,427.43,466.13,51014,1629072000
754,ok,474.29,474.86,450.67,457.9,13135,1629158400
755,ok,457.52,465.9,445.71,449.52,8670,1629244800
756,ok,441.9,457.14,430.48,438.1,7676,1629331200
757,ok,434.29,437.71,420.95,424.76,5154,1629763200
758,ok,419.05,432.0,412.57,432.0,10305,1629849600
759,ok,439.47,469.49,432.0,469.49,14989,1629936000
760,ok,474.67,497.14,448.0,468.57,17993,1630195200
761,ok,476.19,487.62,438.48,487.62,14609,1630368000
762,ok,479.01,495.62,446.1,462.86,34791,1630454400
763,ok,462.86,462.86,436.57,436.57,4255,1630540800
764,ok,429.33,430.48,400.38,407.62,12094,1630800000
765,ok,400.76,441.9,396.57,441.14,7570,1630886400
766,ok,433.52,455.81,429.71,442.67,1828,1630972800
767,ok,438.1,438.1,430.48,430.48,2953,1631059200
768,ok,437.71,437.71,428.57,434.25,3360,1631145600
769,ok,440.0,440.0,430.13,430.86,7703,1631404800
770,ok,438.06,445.94,430.48,430.86,1688,1631491200
771,ok,438.06,438.1,424.0,428.57,1999,1631577600
772,ok,428.57,455.28,425.9,453.33,8188,1631664000
773,ok,445.41,445.41,413.71,420.95,6387,1631750400
774,ok,415.24,422.4,384.57,389.33,6542,1632096000
775,ok,382.86,402.55,358.1,390.48,4982,1632182400
776,ok,396.95,423.81,396.95,423.81,4280,1632268800
777,ok,431.12,431.12,403.81,409.52,6772,1632355200
778,ok,402.67,411.43,389.9,395.81,3905,1632614400
779,ok,389.71,396.19,371.81,376.0,1630,1632700800
780,ok,370.29,375.24,352.38,369.52,11780,1632787200
781,ok,369.52,386.63,363.28,382.1,3332,1632873600
782,ok,388.57,388.57,358.1,363.81,3168,1632960000
783,ok,358.13,364.57,352.76,353.14,4342,1633219200
784,ok,350.48,357.71,336.08,346.67,3148,1633305600
785,ok,352.38,368.0,352.38,360.0,1496,1633392000
786,ok,365.71,390.29,363.81,375.24,3071,1633478400
787,ok,377.14,384.76,361.14,371.43,2216,1633824000
788,ok,365.14,371.28,353.14,365.71,2454,1633910400
789,ok,365.71,371.81,354.29,358.1,1430,1634428800
790,ok,361.9,361.9,342.86,347.05,3790,1634515200
791,ok,342.86,354.29,326.1,342.55,3347,1634601600
792,ok,348.19,353.9,342.4,353.9,1640,1634688000
793,ok,358.1,358.1,343.62,346.67,309,1634774400
794,ok,348.57,356.34,342.1,347.43,1009,1635033600
795,ok,353.14,367.24,342.86,364.95,3369,1635120000
796,ok,371.05,385.14,364.84,379.05,2961,1635206400
797,ok,373.33,391.31,373.33,380.57,5521,1635292800
798,ok,375.24,380.95,368.38,377.94,1726,1635379200
799,ok,372.19,395.81,372.19,389.33,4619,1635638400
800,ok,389.33,390.48,380.57,380.95,4152,1635724800
801,ok,374.48,386.67,374.48,380.95,680,1635811200
802,ok,386.67,387.43,375.24,379.73,2133,1635897600
803,ok,374.1,392.72,374.1,377.14,680,1636329600
804,ok,373.71,375.24,355.05,356.95,5960,1636416000
805,ok,351.24,362.67,351.24,361.9,2242,1636588800
806,ok,368.0,368.0,361.9,363.31,724,1636848000
807,ok,369.1,375.24,367.62,369.52,1404,1636934400
808,ok,375.62,382.86,375.62,379.05,2259,1637020800
809,ok,374.1,384.72,373.71,384.72,5227,1637107200
810,ok,378.21,395.43,372.95,380.95,6279,1637193600
811,ok,387.43,412.95,387.43,406.86,9826,1637452800
812,ok,413.83,413.83,391.28,393.9,7509,1637539200
813,ok,399.96,404.57,387.24,394.29,5235,1637625600
814,ok,394.29,400.76,387.81,398.48,5126,1637712000
815,ok,391.7,410.78,391.7,410.78,6799,1637798400
816,ok,403.73,403.73,388.57,388.57,4338,1638057600
817,ok,382.1,412.95,382.1,385.52,1522,1638144000
818,ok,392.0,401.9,392.0,398.44,7203,1638230400
819,ok,404.57,432.53,398.48,430.48,14924,1638316800
820,ok,437.71,437.71,405.1,405.1,7014,1638403200
821,ok,412.04,426.29,401.9,407.62,5941,1638662400
822,ok,414.63,417.18,390.48,410.29,4192,1638748800
823,ok,417.14,424.0,396.19,401.52,3109,1638835200
824,ok,408.38,408.38,392.38,394.29,2047,1638921600
825,ok,387.54,397.33,384.76,397.33,3623,1639008000
826,ok,392.38,392.76,375.24,378.67,1809,1639267200
827,ok,372.3,380.95,355.43,356.95,5610,1639353600
828,ok,362.29,380.57,362.29,380.19,1133,1639440000
829,ok,386.63,399.85,374.9,383.62,5263,1639526400
830,ok,377.56,403.43,371.81,396.72,4700,1639612800
831,ok,403.5,411.43,380.95,380.95,4924,1639958400
832,ok,387.05,393.52,374.48,382.86,2422,1640044800
833,ok,384.76,389.75,379.05,389.68,7276,1640131200
834,ok,396.3,396.3,380.84,381.33,9501,1640217600
835,ok,387.81,390.48,378.21,384.76,3820,1640476800
836,ok,391.24,391.24,371.43,383.24,8257,1640563200
837,ok,383.24,383.24,370.02,380.91,2596,1640649600
838,ok,374.48,381.49,367.62,381.49,4798,1640736000
839,ok,387.81,408.0,387.81,406.48,26733,1641081600
840,ok,409.52,419.01,408.38,410.67,18289,1641168000
841,ok,414.86,417.52,407.62,413.33,11234,1641254400
842,ok,420.19,424.76,404.57,407.62,16981,1641340800
843,ok,408.0,409.52,400.76,401.52,18234,1641427200
844,ok,401.52,435.81,401.52,433.14,45738,1641686400
845,ok,438.1,476.38,438.1,476.38,3615,1641772800
846,ok,485.9,524.0,485.9,524.0,690,1641859200
847,ok,534.29,576.38,534.29,576.38,4123,1641945600
848,ok,587.9,634.0,548.86,603.81,44822,1642032000
849,ok,615.81,631.43,594.29,628.57,10874,1642291200
850,ok,640.95,640.95,606.67,619.05,15381,1642377600
851,ok,620.0,628.48,588.57,590.48,11434,1642464000
852,ok,590.48,598.1,578.1,579.05,6824,1642550400
853,ok,571.43,628.38,557.14,619.05,7471,1642636800
854,ok,619.05,623.81,590.48,600.0,6806,1642896000
855,ok,588.1,590.48,576.19,579.05,5990,1642982400
856,ok,576.19,590.48,567.62,579.05,4246,1643068800
857,ok,572.38,582.86,566.67,576.19,4677,1643155200
858,ok,566.67,600.95,566.67,573.33,2217,1643241600
859,ok,584.76,607.62,584.76,595.71,7030,1643500800
860,ok,596.19,596.19,576.19,580.95,7571,1643587200
861,ok,582.38,592.38,577.62,580.95,4727,1643673600
862,ok,581.05,590.48,572.57,572.57,6433,1643846400
863,ok,572.38,577.14,561.9,561.9,4341,1644105600
864,ok,557.14,571.14,552.38,564.76,5070,1644192000
865,ok,575.24,576.0,560.0,570.48,3320,1644278400
866,ok,565.71,565.71,559.24,561.9,974,1644364800
867,ok,554.29,557.14,544.76,545.71,1646,1644451200
868,ok,535.24,535.24,505.9,505.9,5865,1644710400
869,ok,514.29,523.81,509.52,513.52,2745,1644796800
870,ok,514.29,523.33,514.29,519.05,2180,1644883200
871,ok,519.05,523.81,509.52,512.38,1117,1644969600
872,ok,519.05,519.05,508.76,512.38,1060,1645056000
873,ok,522.57,522.57,495.24,512.38,3603,1645315200
874,ok,519.05,520.0,504.76,504.76,970,1645401600
875,ok,504.76,543.81,495.24,535.24,5758,1645488000
876,ok,535.24,588.57,533.33,553.33,6918,1645574400
877,ok,553.33,553.33,512.38,533.33,2455,1645660800
878,ok,538.1,538.1,519.05,520.0,1263,1645920000
879,ok,528.57,530.38,506.0,509.52,2483,1646006400
880,ok,500.0,504.76,487.62,487.62,1727,1646179200
881,ok,497.14,497.14,476.19,481.81,2724,1646524800
882,ok,481.9,487.62,457.33,461.9,3877,1646611200
883,ok,466.67,471.43,455.24,455.24,1974,1646784000
884,ok,447.62,476.19,447.62,475.71,1381,1646870400
885,ok,477.14,523.24,476.19,523.24,6214,1647129600
886,ok,533.62,553.71,533.62,542.86,3889,1647216000
887,ok,553.71,571.62,538.1,542.86,7084,1647302400
888,ok,532.0,541.9,522.86,538.1,1726,1647388800
889,ok,528.57,540.95,518.0,528.57,1382,1647734400
890,ok,539.05,547.62,526.0,526.0,1630,1647820800
891,ok,527.62,546.67,525.62,525.62,2677,1647907200
892,ok,516.29,536.19,516.29,519.05,3257,1647993600
893,ok,515.33,523.81,512.38,512.38,1449,1648080000
894,ok,502.95,521.9,485.71,489.52,2388,1648339200
895,ok,499.05,504.67,485.71,489.52,1976,1648425600
896,ok,499.24,499.24,485.71,495.24,285,1648512000
897,ok,500.0,500.0,485.71,495.24,3642,1648598400
898,ok,504.76,504.76,486.67,486.67,763,1648684800
899,ok,486.67,486.67,476.19,476.19,1508,1648944000
900,ok,476.19,480.95,459.05,460.0,2585,1649030400
901,ok,457.14,461.9,449.52,449.52,3630,1649116800
902,ok,458.1,458.1,447.62,447.62,752,1649203200
903,ok,447.62,458.95,442.86,452.38,3757,1649289600
904,ok,459.05,485.71,442.86,442.86,1392,1649635200
905,ok,434.38,434.38,419.24,420.29,1360,1649721600
906,ok,420.0,439.05,420.0,438.1,1762,1649808000
907,ok,438.1,460.95,430.48,430.48,1533,1650153600
908,ok,439.05,447.81,423.81,427.62,1848,1650240000
909,ok,420.0,455.43,420.0,433.33,2183,1650326400
910,ok,424.86,430.57,420.95,423.81,490,1650412800
911,ok,415.43,440.0,408.57,424.76,1898,1650499200
912,ok,432.38,467.24,424.86,466.57,2569,1650758400
913,ok,474.29,493.33,466.67,471.43,864,1650844800
914,ok,480.86,499.05,449.81,458.76,3753,1650931200
915,ok,457.14,470.1,453.33,457.14,507,1651017600
916,ok,466.29,473.24,452.38,453.33,1820,1651104000
917,ok,447.62,447.62,428.57,436.19,760,1651449600
